date,bases,open_access_bases,bytes,open_access_bytes
"05/29/2012",421783581070842,243828976242476,326313777741386,235387956713399
"05/30/2012",426723378388941,247181615246866,329719544387820,237661428980942
"05/31/2012",428950579842973,249268974217328,331219797795046,239070848638224
"06/01/2012",429674673615082,249722765488235,331640854310456,239367740971247
"06/02/2012",451821810540550,249725639781266,341394962970175,239370890894353
"06/03/2012",452474048835481,249874063793547,341869705552088,239468042013911
"06/04/2012",454035154324667,250377186466661,342909182509618,239805831637763
"06/05/2012",454729897535199,250570450216893,343423013592804,239947296924290
"06/06/2012",456163569175154,250977720107258,344450596173297,240230089957706
"06/07/2012",456844329278795,251139848352889,344929678108941,240325340802905
"06/08/2012",458436620496905,251458527840147,346066291801373,240525735803048
"06/09/2012",458748356341707,251520347748259,346297892731172,240567339540959
"06/10/2012",458775521855152,251547513261704,346314487659749,240583934469536
"06/11/2012",460718682785806,251893573051690,347222569983700,240795115256109
"06/12/2012",463799410942159,253094792497059,349145112141779,241746147886009
"06/13/2012",464514219053367,253165755768067,349520961560634,241791799865968
"06/14/2012",464792722180523,253263915497290,349654282456298,241848604563150
"06/15/2012",466415188950758,253584490250995,350768105406192,242062538895895
"06/16/2012",466681432991714,253586622865911,350961679271907,242064903652233
"06/17/2012",469638706113413,253799375527110,353142510030185,242223609479523
"06/18/2012",470293259534807,254204094140484,353600324546862,242484567729183
"06/19/2012",475536723513543,254373499237510,356884454418110,242596634302821
"06/20/2012",478308970230979,254489048379996,358933441153642,242760482034403
"06/21/2012",480922797145816,254843563787583,360900802945796,243024903454986
"06/22/2012",483577057300400,254871360271917,362900668967465,243047191164215
"06/23/2012",487596159385579,255097305460616,365915629105365,243191423681298
"06/24/2012",491038532109239,255157055253036,368489107829648,243230055841185
"06/25/2012",495712472421793,255549206248400,372037160013269,243562878991692
"06/26/2012",498410712229372,255662892561309,374025298318172,243641541063432
"06/27/2012",507420323541867,255869203898404,380917423584679,243844473958737
"06/28/2012",510135989865720,255966808412587,382804292724291,243901842458085
"06/29/2012",517232503679228,256030426471105,388241095041857,243963404495345
"06/30/2012",522431922873473,256298529579710,392213176450895,244191493966653
"07/01/2012",524884615419257,256663437758714,394002479961849,244399486833649
"07/02/2012",525930131759183,256853458377000,394824953037843,244566879047176
"07/03/2012",527134795358878,257386624168463,395705431869910,244971839720649
"07/04/2012",532937141162665,257644166394230,400160807852609,245135029588534
"07/05/2012",536662312451256,257708698812751,403071377412655,245208649035720
"07/06/2012",541857551143226,258113806312741,407157619629877,245596017850053
"07/07/2012",546016165116776,258170064408461,410363149572039,245641119903095
"07/08/2012",550139614453684,258205119791179,413524888458270,245673336911537
"07/09/2012",554746971354181,258932982694416,416948574058057,246134737365342
"07/10/2012",555922372581159,258954678312044,417836529477208,246153699353771
"07/11/2012",557612853616699,260565248518384,418902077936784,247179039781326
"07/12/2012",557892868910707,260845263812392,419079524992919,247356486837461
"07/13/2012",558281046017608,261233440919293,419327430622704,247604392467246
"07/14/2012",566091763811338,261287238929893,425314006152788,247644108346040
"07/15/2012",567513167540348,261297493122463,426404786600052,247651996496955
"07/16/2012",568885703126988,261582409921113,427418159862752,247833702550308
"07/17/2012",570040696611022,262198709723817,428217862655897,248223906967722
"07/18/2012",571819625423814,262261645516679,429573312269804,248266984536397
"07/19/2012",573178435629301,262320477962946,430620703639051,248316724623220
"07/20/2012",579804074017866,262756258972141,435646719706126,248598086327356
"07/21/2012",584972312652866,262756258972141,439599577562355,248598086327356
"07/22/2012",590013798164605,264008275844175,443327924569505,249429179672269
"07/23/2012",590878347809712,264386336591930,443823699041998,249660691804094
"07/24/2012",592624394587669,264463972962867,445218550196387,249709823128904
"07/25/2012",600817275937754,264485562585612,451652014570698,249725547722250
"07/26/2012",605539125487865,265691800475759,455155786671945,250539327038787
"07/27/2012",609801059047147,265805827368987,458393472674914,250621585379635
"07/28/2012",616902942949741,265820352055161,463816104873469,250631799019051
"07/29/2012",618609591397601,265826823491481,465173745279722,250635967981956
"07/30/2012",620199276426612,265879931109732,466430082096575,250673684419530
"07/31/2012",621676670724466,266354612573382,467435947045348,250980385494655
"08/01/2012",626110676375414,266686653301040,470970295908969,251319050678795
"08/02/2012",629183268640752,266733643139025,473417049076187,251397203856820
"08/03/2012",638164788220907,270272384073431,479528614502597,253625289569572
"08/04/2012",646240287151696,276312661562155,484838746749628,257359493949789
"08/05/2012",649492446432004,276312696348313,487335199654019,257359577296399
"08/06/2012",653513516146370,276880626155989,489986023985256,257713121536034
"08/07/2012",659088413134143,279115052848833,494074848130112,259135095283630
"08/08/2012",660475472481683,279210893493640,495153973887294,259197779504284
"08/09/2012",662412263481917,279915156991899,496541125222911,259616656706233
"08/10/2012",663356558197628,280407627328415,497183197918126,259900702154255
"08/11/2012",663756889467690,280413504100837,497492992499753,259907667319110
"08/12/2012",664856948725154,280413580047511,498361984607500,259907830432398
"08/13/2012",670914711656042,282840525758041,502280144898167,261900307262016
"08/14/2012",672213121500590,283743053305808,502985211488280,262349987385965
"08/15/2012",680794570687052,284059092741578,509355968165270,262543407798563
"08/16/2012",683990607044469,284067968519017,511700407507220,262552905715907
"08/17/2012",690276183052893,285922055597266,516216396907025,263690033679029
"08/18/2012",695709747574890,286040679359498,520298712690339,263765808666431
"08/19/2012",698859589364226,286040681440014,522688746031230,263765810124128
"08/20/2012",705183680123040,287456582700306,527317858891692,264736547839282
"08/21/2012",705904145102804,287915137455760,527863452262490,265092334919897
"08/22/2012",708045640185267,288402715888485,529418537448879,265398011694706
"08/23/2012",709975599123147,288754199535805,530860196899642,265628526722191
"08/24/2012",710336016160399,288854905845907,531119426699361,265694983300745
"08/25/2012",710336227143548,288855116829056,531119892077646,265695448679030
"08/26/2012",710339944545306,288858834230814,531122257856465,265697814457849
"08/27/2012",710614342679025,289041909185593,531316531148189,265821961212202
"08/28/2012",716821039351102,295248605857670,534995296855488,269500726919501
"08/29/2012",716927470854522,295261950969475,535082596199234,269512864127678
"08/30/2012",718214256302387,295657782740888,535994361435700,269781946321379
"08/31/2012",719532257304007,296287813328712,536746944257238,270160038076236
"09/01/2012",721306896283503,298053600884304,537930656521808,271339207321160
"09/02/2012",722167938078432,298242701630601,538343539154862,271465284356872
"09/03/2012",724585224423948,298831826549207,540109904743253,271834028157062
"09/04/2012",730910519843034,300456301540510,543698348058797,272967502104730
"09/05/2012",735734161827372,302571002258943,546478353832583,274336747145261
"09/06/2012",740146179368951,303524358846137,548833904351746,274992787685381
"09/07/2012",750578089991781,303853628766652,553921131640505,275190080703160
"09/08/2012",754865427575337,303876735242147,556085265717385,275206250521497
"09/09/2012",760055124311124,303876997276067,559189830654581,275206385581095
"09/10/2012",762899827329951,305564282278182,561244867704475,276383508301963
"09/11/2012",764166629471296,306264035594877,562131097063751,276828035154965
"09/12/2012",765455503594953,306605881851380,563031144125518,277048959337904
"09/13/2012",766417140932487,307170329916714,563678793834109,277537485422437
"09/14/2012",767168551916938,307561792575199,564145478268747,277762541892722
"09/15/2012",767514735766573,307579793874526,564398110229518,277773586958434
"09/16/2012",769366331974915,308291690698128,565761072354045,278258939091549
"09/17/2012",770677047407633,308734436367486,566636919256160,278495861003201
"09/18/2012",771924906616230,309947634623315,567438852384252,279281381186614
"09/19/2012",772410902213439,310262805829624,567773104239899,279501346415056
"09/20/2012",773898412715871,311750316332056,568857040958200,280585283133357
"09/21/2012",774713445271908,312565348888093,569400988969106,281129231144263
"09/23/2012",774762090540929,312613994157114,569434015341449,281162257516606
"09/24/2012",774785757713067,312637661329252,569451440538355,281179682713512
"09/25/2012",775731390061022,313583293677207,570057687692915,281785929868072
"09/26/2012",777102564042024,314954467658209,570985097576056,282713339751213
"09/27/2012",778913053805107,316225742747392,572195388608936,283513592008864
"09/28/2012",780502783444835,316764079366128,573322856852480,283856606412750
"09/29/2012",781539972463155,317801268384448,574037407299573,284571156859843
"09/30/2012",782655482104374,317868551084927,574873879668959,284615664991759
"10/01/2012",782969588600055,318182657580608,575081247467095,284823032789895
"10/02/2012",783470185553182,318683254533735,575427994431497,285169779754297
"10/03/2012",784065910341720,319278979322273,575817485488825,285559270811625
"10/04/2012",784090410857994,319303479838547,575830478948152,285572264270952
"10/05/2012",788142767505526,319944010406919,578734150361368,285910516977242
"10/06/2012",790324367494658,320390490060081,580275182783509,286146665055184
"10/07/2012",795543057648800,320715462095283,584173605970227,286316740631988
"10/08/2012",796048826637690,321221231084173,584447481747435,286590616409196
"10/09/2012",796599606685992,321761441849711,584743054099916,286879271437545
"10/10/2012",797315701156890,322477536320609,585154920589962,287291137927591
"10/11/2012",799806206095199,323825072328388,586784828357667,288066455906100
"10/12/2012",802444925363958,325538649964231,588384879187084,288976511321828
"10/13/2012",803936501940520,326459964838453,589287244472115,289453939657134
"10/14/2012",804930694644872,327454157542805,589808291516494,289974986701513
"10/15/2012",805096078558575,327619541456508,589903004172978,290069699357997
"10/16/2012",806263538043810,328787000941743,590625098230188,290791793415207
"10/17/2012",806998498002914,329512569735887,591034579255260,291196100065045
"10/18/2012",807710887134658,330224421617119,591522463351123,291683628224990
"10/19/2012",808820851014378,330764569206027,592227566142262,292073175063447
"10/20/2012",808977839776666,330921557968315,592333107557579,292178716478764
"10/21/2012",809150822828340,331094541019989,592433209923045,292278818844230
"10/22/2012",813184882224906,333419946475357,594499988356108,293400782256475
"10/23/2012",815432419967148,334097351172699,595591916186463,293801157721647
"10/24/2012",816703953181627,334619835506702,596365153291643,294160597065559
"10/25/2012",816854362154830,334770244479905,596469118929242,294264562703158
"10/26/2012",819828047216000,335150280809425,597808361716548,294528125354034
"10/27/2012",820155915878020,335287708063825,597966673065816,294605195005427
"10/28/2012",820288885607128,335420677792933,598056010256649,294694532196260
"10/29/2012",820765973758758,335897765944563,598372005156583,295010527096194
"10/30/2012",821602096199010,336733888384815,598824192782828,295462714722439
"10/31/2012",825703788801510,340835580987315,601385974488687,298024496428298
"11/01/2012",825762640330829,340894432516634,601427101081314,298065623020925
"11/02/2012",826120202827513,340918554915818,601571720256097,298079497795676
"11/03/2012",826234539782006,341032891870311,601649290191681,298157067731260
"11/04/2012",828797971077045,341074746972550,603591460434403,298181274325822
"11/05/2012",829747628634983,341211534955558,604302143632118,298264345926620
"11/06/2012",833219575755095,341513495421110,606786785231299,298457955269135
"11/07/2012",839487796214213,342475958785928,611360601638401,299095124488925
"11/08/2012",841411443692674,342835300211545,612561932548760,299370018433365
"11/09/2012",843256455743382,343156481118857,613714888283876,299540720465655
"11/10/2012",843788845636329,343164071566424,614118944483062,299551276043503
"11/11/2012",844084056203189,343201815176824,614341717562248,299582221828471
"11/12/2012",845579840552344,343684633318159,615393248091488,299860678147984
"11/13/2012",847684569602787,344398951838332,616584444952578,300277505772061
"11/14/2012",849123931678835,344655696990080,617602585588851,300445808083091
"11/15/2012",856194208418157,344851272188102,622695955961957,300587631296916
"11/16/2012",865666227510071,345448839272732,629471290678331,300990964981764
"11/17/2012",870175774598536,345997275951867,632445695148941,301290097323262
"11/18/2012",872365187144574,346016276376595,633965890440704,301322591120485
"11/19/2012",878232007811882,346398068815093,638331420751570,301524694816039
"11/20/2012",882516743548251,346496674207472,641593394468418,301589847709260
"11/21/2012",883631158122783,346667956532226,642368674555532,301692385224707
"11/22/2012",884647918546977,347016475765371,642842051779217,301922412396444
"11/23/2012",885142974634545,347285133866591,643130121872345,302113581301643
"11/24/2012",886125588633675,347516450767141,643882969960714,302301435647397
"11/25/2012",886126879742754,347517741876220,643884542742307,302303008428990
"11/26/2012",887261226660034,348652088793500,644637883245739,303056348932422
"11/27/2012",887852412768683,348942426515524,644949820914696,303248804446309
"11/28/2012",890066376225222,349021436568129,646422602225177,303301406771419
"11/29/2012",892132192221801,349339616963602,647578105671931,303515726676776
"11/30/2012",901721857513204,350516249354337,654582318687134,304271745940489
"12/01/2012",901917463084958,350641879497011,654707285820102,304364437905787
"12/02/2012",902261836016864,350986252428917,654843956418274,304501108503959
"12/03/2012",903366072789657,351682936448120,655516913139944,304963013690374
"12/04/2012",904284005850235,352600869508698,656027254400506,305473354950936
"12/05/2012",906599821499775,354916685158238,657285981428457,306732081978887
"12/06/2012",909875968722603,358192832381066,659182677878990,308628778429420
"12/07/2012",911427866299152,359744729957615,660045115297683,309491215848113
"12/08/2012",913855872691602,362172736350065,661286830705979,310732931256409
"12/09/2012",916754282693752,364780123298705,662857346663306,312087931879591
"12/10/2012",919497033481660,367199994464583,664402848893884,313389463422813
"12/11/2012",921087829673094,368790790656017,665372097058341,314358711587270
"12/12/2012",922258606340253,369925099880960,666105696223698,315075072792083
"12/13/2012",924793514745729,372334253042338,667927026274761,316830860421283
"12/14/2012",926617445447233,373528456715358,669108032304885,317690344180945
"12/15/2012",926755231916249,373666243184374,669210813366273,317793125242333
"12/16/2012",927069680729670,373672608713825,669446568196654,317801536509505
"12/17/2012",927932027206450,374081112328413,669947271040895,318065000518605
"12/18/2012",928263605512647,374096373650968,670124690217429,318075487903050
"12/19/2012",929193416010486,374436963812331,670600561164530,318243948245643
"12/20/2012",930445615994140,375577537958009,671291774522929,318888644865087
"12/21/2012",932450188556533,377582110520402,672548942110061,320145812452219
"12/22/2012",933511057081450,377882853092327,673078736636149,320329013163573
"12/23/2012",933747190365011,378118986375888,673222249729687,320472526257111
"12/24/2012",933971776335822,378337749106253,673372646819939,320619111583859
"12/25/2012",934123849899867,378489822670298,673479375902876,320725840666796
"12/26/2012",934732270191002,378988062309287,673856300433444,321030011059173
"12/27/2012",936019736083875,379015658725400,674453349975794,321049435806882
"12/28/2012",941908271814493,379702349706070,678210116464245,321424934075001
"12/29/2012",943479552111147,380019351213254,679281081463158,321571430937302
"12/30/2012",943759400724628,380019515622495,679493054544021,321572006810900
"12/31/2012",946002562099281,381314932065748,680704626789766,322347628674478
"01/01/2013",947589117930864,381516054527531,681443418043991,322470532620515
"01/02/2013",949272140455592,383199077052259,682572003721768,323599118298292
"01/03/2013",954178236037645,387797220308912,685226328583309,326117544664489
"01/04/2013",956749829459544,389520835427911,686580402188329,327085766642650
"01/05/2013",956763946910922,389534952879289,686588807297924,327094171752245
"01/06/2013",957161625921965,389932631890332,686849124966319,327354489420640
"01/07/2013",957519327359381,390188592010804,687049222442187,327506015247964
"01/08/2013",957896023971073,390543790274768,687305906252562,327748979887089
"01/09/2013",959052875068732,390917985382297,688148176369300,328001276686866
"01/10/2013",962517797927205,394270021970770,690166930326695,329947004761856
"01/11/2013",965038779536772,396180188181689,692169758784105,331509460888398
"01/12/2013",969510413798702,396181813941319,694271578432993,331510348380202
"01/13/2013",970082437099238,396259094434255,694553997634085,331561687029269
"01/14/2013",970593392067790,396739294599211,694890764450891,331883658876684
"01/15/2013",971376391126290,397472985442911,695427376069024,332397677084156
"01/16/2013",973277425915524,398443847782939,696510965392074,332962855688407
"01/17/2013",973381323773675,398528084360770,696575656918710,333016628073337
"01/18/2013",974133719705440,399262170933135,697058663413918,333492244187676
"01/19/2013",974197703691486,399326154919181,697102703469910,333536284243668
"01/20/2013",974236787492468,399365238720163,697125858628231,333559439401989
"01/21/2013",974394824951328,399523276179023,697226415141390,333659995915148
"01/22/2013",975351913228292,400480364455987,697886675519428,334320256293186
"01/23/2013",978399327934252,403527779161947,699397698131170,335831278904928
"01/24/2013",980821143399750,405080664443147,700761285470545,336723648374410
"01/25/2013",981450473461831,405429590433509,701124324716380,336925653622197
"01/26/2013",982015829545442,405994946517120,701467401892713,337268730798530
"01/27/2013",982239578788707,406218695760385,701617091134292,337418420040109
"01/28/2013",982501039277281,406480156248959,701797865435129,337599194340946
"01/29/2013",983120376372592,407099493344270,702232490645151,338033819550968
"01/30/2013",984511284211121,407357134047688,702912718070391,338194021255367
"01/31/2013",984855025779338,407590763807673,703142089376966,338366117419783
"02/01/2013",989808341835891,408723906212198,705620602968489,339074236276003
"02/02/2013",991152657033387,408735224309566,706348181300402,339083640664912
"02/03/2013",994124383080115,408768666033563,707965125702826,339110726484742
"02/04/2013",995874529412314,409054613935561,708915831378219,339286842332557
"02/05/2013",998008298264943,409507490963132,710033887640498,339506643876834
"02/06/2013",999958940420099,409976663593355,711129222495724,339816837480773
"02/07/2013",1003395597319271,410209924609721,713178131521265,339999816589858
"02/08/2013",1004610456273375,410283110133082,713838287484406,340050045231008
"02/09/2013",1006528751682900,410760113173728,714976047908356,340355184708401
"02/10/2013",1010567374390366,411347926927638,717742622315236,340714495288832
"02/11/2013",1011595784376249,411518771394793,718314702280436,340833076202828
"02/12/2013",1015591448001489,411667303542357,720509104163205,340962504326598
"02/13/2013",1019625336019841,412477003679959,722816835334728,341500676455244
"02/14/2013",1022668018087069,413221091068237,724548878652780,342001114734066
"02/15/2013",1039333713143317,428915967525909,735047679255706,352019752447297
"02/16/2013",1041309904971949,429269862416548,736084809878188,352256992781183
"02/17/2013",1042670799213210,429301129458784,736765603378670,352282101825375
"02/18/2013",1047135578920386,432106880350272,739480561648328,354184225367714
"02/19/2013",1048158571966443,432255817568410,740140171930566,354288143814034
"02/20/2013",1048448107502603,432545353104570,740341987917956,354489959801424
"02/21/2013",1049155338308146,433252583910113,740834203006473,354982174889941
"02/22/2013",1055311251198028,434291262093994,744213852070870,355682505649568
"02/23/2013",1055351617516413,434331628412379,744241556579745,355710210158443
"02/24/2013",1055576957187735,434556968083701,744388333596209,355856987174907
"02/25/2013",1056000693759691,434980704655657,744646632283315,356115285862013
"02/26/2013",1056390981662856,435370992558822,744860919580184,356329573158882
"02/27/2013",1057459906425343,436439917321309,745581364429456,357050018008154
"02/28/2013",1058201839391339,436991042152185,746059057682938,357433162363409
"03/01/2013",1061098692173503,439324746446639,747981827863296,358996863952839
"03/02/2013",1061257875330259,439483929603395,748074965632452,359090001721995
"03/03/2013",1061258910208672,439484964481808,748077252117087,359092288206630
"03/04/2013",1061422448213233,439648502486369,748184738096857,359199774186400
"03/05/2013",1061950121106028,440176175379164,748522554159484,359537590249027
"03/06/2013",1062677768450012,440731233247388,748999323649489,359921590740589
"03/07/2013",1063058416828782,441111881626158,749246331605018,360168598696118
"03/08/2013",1065448022887232,441872860345521,750474368201823,360674692384520
"03/09/2013",1065785979822451,442188447740712,750697021086092,360888078792038
"03/10/2013",1065950153838027,442352621756288,750785758518910,360976816224856
"03/11/2013",1066288472951728,442690940869989,751000239777789,361191297483735
"03/12/2013",1066903130243912,443305598162173,751458671280134,361649728986080
"03/13/2013",1067677521063395,444079988981656,752032651859197,362223709565143
"03/14/2013",1069426377503330,444895852379047,752987352577052,362715621335346
"03/15/2013",1073656947141248,445070799102765,755187849442445,362835330756412
"03/16/2013",1074874116346426,445342060430815,755844514807835,363017822808685
"03/17/2013",1079544080239443,445402172687217,758007870133317,363055623843583
"03/18/2013",1081222952725264,446445636687318,759000653549886,363745864453413
"03/19/2013",1082942616198669,448165300160723,760050067569874,364795278473401
"03/20/2013",1083419951609449,448642635571503,760312106340340,365057317243867
"03/21/2013",1085246871179966,450469555142020,761373890385868,366119101289395
"03/22/2013",1091026036658093,455470465816845,764524707656565,368919970908888
"03/23/2013",1095606933443676,460051362602428,767335251471439,371730514723762
"03/24/2013",1097466438327598,461910867486350,768396169855303,372791433107626
"03/25/2013",1097881989314180,462326418472932,768642702612041,373037965864364
"03/26/2013",1099471763917977,463916193076729,769685972507779,374081235760102
"03/27/2013",1101259205239483,465703634398235,770811159413934,375206422666257
"03/28/2013",1102142651969606,466587081128358,771355394387911,375750657640234
"03/29/2013",1102844117968034,467185355936238,771775281625497,376120160203793
"03/30/2013",1103018589788507,467359827756711,771893648935436,376238527513732
"03/31/2013",1103030811169229,467372049137433,771902443020474,376247321598770
"04/01/2013",1104210613587086,468551851555290,772670597637712,377015476216008
"04/02/2013",1105796069359847,469375866177479,773554797715987,377510364890752
"04/03/2013",1107843016213656,469803814382287,774678487496792,377800153724615
"04/04/2013",1110183670752977,470431060821080,775999728923807,378222745245334
"04/05/2013",1113222835970622,470641779420149,777601412161960,378343611778736
"04/06/2013",1114208573636303,470754428620254,778128889217786,378414748496144
"04/07/2013",1114875910935882,470906458164681,778512811361168,378484915791957
"04/08/2013",1116699884807126,472058212455725,779768308704325,379271030150326
"04/09/2013",1160517249585627,515839137352194,807799508638646,407283328063801
"04/10/2013",1163337235724377,518659123490944,809623387072413,409107206497568
"04/11/2013",1164992988088904,520314875855471,810664056052768,410147875477923
"04/12/2013",1167688074622887,523009962389454,812228789178661,411712608603816
"04/13/2013",1169674791181273,524996678947840,813492082732136,412975902157291
"04/14/2013",1171370811047595,526692698814162,814594006920221,414077826345376
"04/15/2013",1177015829718160,532337717484727,818339683688424,417823503113579
"04/16/2013",1190875882558099,546197770324666,827894058194833,427377877619988
"04/17/2013",1200849098458559,556170986225126,834710077605052,434193897030207
"04/18/2013",1205785579410871,561107467177438,837874090978319,437357910403474
"04/19/2013",1209261400015277,564583287781844,840041411078037,439525230503192
"04/20/2013",1210835661533965,566157549300532,841073315898576,440557135323731
"04/21/2013",1212223501221015,567545388987582,841966310334904,441450129760059
"04/22/2013",1213627746474685,568704529580652,842767016436888,442153215525143
"04/23/2013",1215857527073634,570573096389851,844384727022472,443608580009757
"04/24/2013",1221013963450027,575451688044694,847617161489203,446677117005809
"04/25/2013",1224586070933173,579023795527840,849891546724781,448951502241387
"04/26/2013",1234400208825256,588837933419923,856527913984814,455587869501420
"04/27/2013",1247381643055544,601803436039563,865623930138431,464674279715088
"04/28/2013",1263456442057026,617878235041045,876548416011432,475598765588089
"04/29/2013",1270373043742018,624794836726037,881191732699432,480242082276089
"04/30/2013",1271794206131608,626176131797777,882172922016377,481200840446857
"05/01/2013",1273056322182768,627438247848937,883002446583051,482030365013531
"05/02/2013",1274795173454434,628840584806203,884101023563881,482952202751922
"05/03/2013",1276970490208085,630899916737014,885558051140119,484355740435078
"05/04/2013",1277401652504213,631026849943606,885769262387038,484432904471175
"05/05/2013",1278260373313102,631469368059191,886267594674366,484729127153843
"05/06/2013",1279487720003310,632056776764911,886916638601314,485071294528420
"05/07/2013",1280857187435777,633426244197378,887736725153430,485891381080536
"05/08/2013",1282829315039221,635370731308715,888960348290347,487090220971215
"05/09/2013",1456927221873734,636390046614958,1007412108082775,487723744212536
"05/10/2013",1459368716107451,637931131204421,1008827020478382,488763990947771
"05/11/2013",1460187645584014,638453509664734,1009319603381377,489093290124425
"05/12/2013",1460232092933570,638497957014290,1009347354939374,489121041682422
"05/13/2013",1461352910002525,639552347064613,1010093057784270,489838153517604
"05/14/2013",1462070019017931,640269456080019,1010531388369287,490276484102621
"05/15/2013",1465292367131222,643483146935185,1012418369244336,492144321608397
"05/16/2013",1465522167135073,643676929410636,1012570867512191,492278229387585
"05/17/2013",1467909697638023,644031504853012,1013650720935781,492493898942238
"05/18/2013",1467932738820332,644054546035321,1013668109351120,492511287357577
"05/19/2013",1468887363669297,644135381777294,1014185538487349,492561625566413
"05/20/2013",1470602611105363,645080761495644,1015230852360916,493191603157032
"05/21/2013",1470624102637631,645102240253941,1015249040288371,493209763925502
"05/22/2013",1471298898008774,645726879850254,1015732829707549,493659687007485
"05/23/2013",1472093529834438,646493598696838,1016245121343256,494158537056044
"05/24/2013",1472758073620076,646989619247408,1016590998536510,494426390674185
"05/25/2013",1472863271931356,647094817558688,1016662127563800,494497519701475
"05/26/2013",1472888874587977,647120420215309,1016679149553060,494514541690735
"05/27/2013",1474637702903435,648869248530767,1017733024139935,495568416277610
"05/28/2013",1476067911526029,650299457153361,1018669749341548,496505141479223
"05/29/2013",1476764488150001,650996033777333,1019151805356040,496987197493715
"05/30/2013",1478520675007663,652752220634995,1020324965861439,498160357999114
"05/31/2013",1478949541148520,653181086775852,1020551801695370,498387193833045
"06/01/2013",1480498931585966,653538235006438,1021295659241520,498626520284676
"06/03/2013",1481517948221329,654557251641801,1021977749603222,499308610646378
"06/04/2013",1486284156360606,659323459781078,1025583821274997,502914682318153
"06/05/2013",1487999304569820,661038607990292,1026773827253587,504104688296743
"06/06/2013",1489811418888823,661975539299831,1027745948470434,504665277170694
"06/07/2013",1491551460355482,663091240549576,1028745740696095,505380340131960
"06/08/2013",1492129102786748,663668882980842,1029120040109796,505754639545661
"06/10/2013",1496619846071300,668159626265394,1032004129165137,508638728601002
"06/11/2013",1500443348774151,671983128968245,1034564758566085,511199358001950
"06/12/2013",1503153237922102,673721407063795,1036119293237556,512319605540190
"06/13/2013",1505118664350265,675686833491958,1037403580874120,513603893176754
"06/14/2013",1506380596836512,676948765978205,1038460388371929,514660700674563
"06/15/2013",1506983808132127,677551977273820,1038873848626307,515074160928941
"06/16/2013",1507140386603915,677708555745608,1038982560399264,515182872701898
"06/17/2013",1509112736283786,678968132426761,1040140219529212,516022023161398
"06/18/2013",1510048389391324,679553010304451,1040675445571176,516376525532468
"06/19/2013",1513482493450195,682364750818494,1042489187304487,517877012273860
"06/20/2013",1515429750046071,683302377266220,1043622890563707,518502222495663
"06/21/2013",1516333263981502,683803510669642,1044183152611645,518844773160541
"06/22/2013",1516361880398499,683832127086639,1044203852245499,518865472794395
"06/23/2013",1516856825084088,684327071772228,1044517691026670,519179311575566
"06/24/2013",1517206609160735,684510731605339,1044716454941664,519294528862753
"06/25/2013",1517822309793793,685126432238397,1045096966311498,519675040232587
"06/26/2013",1524823227799362,692127350243966,1049482451057690,524060524978779
"06/27/2013",1525187628245507,692440622177367,1049716811272049,524267100453256
"06/28/2013",1526256591492878,693405352942445,1050325650333597,524831786059221
"06/29/2013",1526943894212975,694092655662542,1050671200290363,525177336015987
"06/30/2013",1527515340930844,694664102380411,1050913304505057,525419440230681
"07/01/2013",1528913982979426,696062744428993,1051661961770679,526168097496303
"07/02/2013",1529634510468958,696646731938325,1052115755206318,526564396350689
"07/03/2013",1532803759227878,699815980697245,1054300052447697,528748693592068
"07/04/2013",1532987273535250,699999495004617,1054431917801043,528880558945414
"07/05/2013",1533872604117597,700884825586964,1054999146408171,529447787552542
"07/06/2013",1533994652284887,701006873754254,1055066614611301,529515255755672
"07/07/2013",1534633328966706,701645550436073,1055474069761517,529922710905888
"07/08/2013",1536290103157820,703302324627187,1056613170577510,531061811721881
"07/09/2013",1536648039871088,703394693050323,1056812557401420,531129044405009
"07/10/2013",1537846498851962,703607406871397,1057439568716780,531254403215726
"07/11/2013",1539815138770897,704579094594542,1058480153174689,531830277154256
"07/12/2013",1541354453800888,706118409624533,1059578031884963,532928155864530
"07/13/2013",1541489984503716,706253940327361,1059658658500465,533008782480032
"07/14/2013",1541551588452307,706315544275952,1059701575471025,533051699450592
"07/15/2013",1541858516922290,706621946363235,1059888157222459,533237963319800
"07/16/2013",1542304012759540,707067435315193,1060186382298865,533536172636974
"07/17/2013",1543243774617309,708006748243674,1060832354732518,534181112190055
"07/18/2013",1544824796270300,709587696497070,1061824028748637,535172615004756
"07/19/2013",1545780891100077,710543791326847,1062417126931808,535765713187927
"07/20/2013",1545821286684911,710584186911681,1062457840511677,535806426767796
"07/21/2013",1546716490421524,711479390648294,1062984928205831,536333514461950
"07/22/2013",1548036561377869,712794853752294,1063735900835325,537074071097726
"07/23/2013",1550503623304355,714497307066982,1065040097836425,538042633330299
"07/24/2013",1551417208619642,715410892382269,1065423465940644,538426001434518
"07/25/2013",1552305739757113,716299423519740,1066076067000552,539078602494426
"07/26/2013",1562510112145210,716519985767070,1070980660814253,539234402495663
"07/27/2013",1562513981271381,716523854893241,1070984935929873,539238677611283
"07/28/2013",1563872815220095,716755759938741,1071698700978787,539399535940925
"07/29/2013",1564496163243446,717379107962092,1072137827702138,539838662664276
"07/30/2013",1565144744262548,717955490532506,1072494797075365,540163203788447
"07/31/2013",1565423419465735,718220487092901,1072676521020293,540338047875597
"08/01/2013",1565743893263854,718540960891020,1072849757331859,540511284187163
"08/02/2013",1566092308380685,718889376007851,1073088827760979,540750354616283
