date,bases,open_access_bases,bytes,open_access_bytes
"08/31/2015",3812140635259764,2255363390976996,2432249299286745,1504063152349690
"09/01/2015",3818266161819725,2259830882844818,2436094288471775,1507027889277834
"09/02/2015",3820567397558282,2260820752923768,2437528339436953,1507711196529869
"09/03/2015",3823538031555710,2263747387038596,2439419101161032,1509572744868065
"09/04/2015",3826392187621581,2264994031353295,2441058409110782,1510378576052598
"09/05/2015",3829286451877688,2267888295609402,2443024220428291,1512344387370107
"09/06/2015",3829428770787919,2268030614519633,2443138177317922,1512458344259738
"09/07/2015",3830901569143694,2269503412875408,2444053836102673,1513374003044489
"09/08/2015",3833853312097460,2272455155829174,2445835952892168,1515156119833984
"09/09/2015",3836404894481208,2274995211007072,2447667189527054,1516979348534266
"09/10/2015",3837753981367928,2276344297692068,2448376349610563,1517688508391776
"09/11/2015",3839423576062820,2278013892386960,2449391053869422,1518703212650635
"09/12/2015",3839617622476821,2278207938800961,2449519044382858,1518831203164071
"09/13/2015",3839710307135825,2278300623459965,2449580151551371,1518892310332584
"09/14/2015",3840726149728849,2279316466052989,2450317697991376,1519629856772589
"09/15/2015",3844965146527537,2283555462851677,2452695324289275,1522007483070488
"09/16/2015",3848140760699744,2286548401574442,2454599618593836,1523822233023290
"09/17/2015",3853090737981848,2288375957788014,2457377841492897,1524920259722118
"09/18/2015",3854839039143138,2289613837470011,2458492148111017,1525802256241652
"09/19/2015",3857328399325740,2290186962472888,2459796520653333,1526130804078152
"09/20/2015",3857763996890375,2290622560037523,2460175339755785,1526509623180604
"09/21/2015",3859028315651031,2291778783634979,2460898158966867,1527159503098057
"09/22/2015",3867771172714737,2300493426041336,2466541732856236,1532783981089160
"09/23/2015",3874490024760902,2307212278087501,2470409507008763,1536651755241687
"09/24/2015",3876267721406025,2308943825590536,2471570844000092,1537789068093756
"09/25/2015",3885336169392226,2318002471963195,2476860114664378,1543073204454610
"09/26/2015",3889612875713577,2322279178284546,2479487551086438,1545700640876670
"09/27/2015",3890299152938050,2322965455509019,2480423925961676,1546637015751908
"09/28/2015",3892967990060975,2323546952658740,2481871465618567,1547017141198167
"09/29/2015",3895083411606842,2325662374204607,2483056101455329,1548201777034929
"09/30/2015",3899053660307038,2329496552839141,2485563935340550,1550613584455362
"10/01/2015",3904590101037256,2335032993569359,2489060677097946,1554110326212758
"10/02/2015",3907095781092876,2335736877468936,2490411959143209,1554579150822672
"10/03/2015",3907513767370097,2336154863746157,2490669636743566,1554836828423029
"10/04/2015",3907801208367999,2336442304744059,2490803610001876,1554970801681339
"10/05/2015",3910236195575659,2338877291951719,2492345101894475,1556512293573938
"10/06/2015",3939426526967821,2340085638246939,2504639107351945,1557250325551674
"10/07/2015",3941431858737955,2342079860590673,2506028576431423,1558635222295211
"10/08/2015",3942536505285355,2343184507138073,2506740897518206,1559347543381994
"10/09/2015",3951011681544617,2347857379734971,2510544224740174,1561260358830112
"10/10/2015",3951867366668852,2348713064859206,2511115937964169,1561832072054107
"10/11/2015",3952424111869100,2349269810059454,2511504061449600,1562220195539538
"10/12/2015",3952965054080803,2349810752271157,2511858198997151,1562574333087089
"10/13/2015",3955410462844834,2352256161035188,2513346234830617,1564062368920555
"10/14/2015",3956367956735443,2353213654925797,2513904929407139,1564621063497077
"10/15/2015",3956781727328418,2353627425518772,2514207904691093,1564924038781031
"10/16/2015",3958479978926246,2355325677116600,2515181506435467,1565897640525405
"10/17/2015",3959040705730732,2355886403921086,2515463913659518,1566180047749456
"10/18/2015",3959248077029789,2356093775220143,2515594558307287,1566310692397225
"10/19/2015",3960684634039209,2357530332229563,2516349965384732,1567066099474670
"10/20/2015",3968883401610750,2358846315516630,2520583599439472,1567780729421184
"10/21/2015",3981050756952872,2365559041088912,2527012307647498,1571496248824267
"10/22/2015",4003238397039035,2369898809877759,2538708767445425,1574336503884178
"10/23/2015",4006666312368535,2373326725207259,2540836816758145,1576464553196898
"10/24/2015",4010926390846567,2375571218849091,2543074718176518,1577677218234924
"10/25/2015",4011303396442148,2375948224444672,2543325328301837,1577927828360243
"10/26/2015",4014885611822419,2379530439824943,2545906835448441,1580509335506847
"10/27/2015",4051702705527342,2416347533529866,2566271601440985,1600874101499391
"10/28/2015",4077069506220429,2441714334222953,2575756006660761,1610358506719167
"10/29/2015",4078901861367657,2443011985253241,2576543498197990,1611124136912545
"10/30/2015",4081103615766369,2444943832581315,2577836216293531,1612291065183149
"10/31/2015",4082994540481985,2446834757296931,2579012997968907,1613467846858525
"11/01/2015",4083532435836242,2447372652651188,2579375378269578,1613830227159196
"11/02/2015",4089369684311251,2453209901126197,2582968708105269,1617423556994887
"11/03/2015",4144246502928524,2457832538925623,2590805286709400,1619973838385929
"11/04/2015",4148928565412111,2462514601409210,2593583304146787,1622751855823316
"11/05/2015",4171459093053397,2473363999639214,2605400431077305,1628332261530014
"11/06/2015",4175076948604460,2476981855190277,2607848198393469,1630780028846178
"11/07/2015",4175753245032638,2477657404848884,2608255547135182,1631186816368631
"11/08/2015",4176075328123439,2477979487939685,2608450587206985,1631381856440434
"11/09/2015",4178000213727653,2479883277911697,2609752265920277,1632668993543028
"11/10/2015",4194210560937413,2484509072553560,2617606526853468,1635447347379703
"11/11/2015",4194712095157521,2485010606773668,2617898343799871,1635739164326106
"11/12/2015",4197864235450406,2488162747066553,2619856726496408,1637697547022643
"11/13/2015",4199579780407328,2489878292023475,2620916649863906,1638757470390141
"11/14/2015",4199904401011987,2490202912628134,2621111461938244,1638952282464479
"11/15/2015",4200257518249475,2490556029865622,2621337141151454,1639177961677689
"11/16/2015",4201480702639430,2491779214255577,2622079361204244,1639920181730479
"11/17/2015",4207102987057367,2497401498673514,2625803750539411,1643644571065646
"11/18/2015",4212844112858765,2499314736608117,2629053159528031,1644956870825394
"11/19/2015",4214489312488322,2500959936237674,2630006054841982,1645909766139345
"11/20/2015",4220023447096325,2505648572465085,2633393780814598,1648908892188430
"11/21/2015",4222208087055074,2507833212423834,2634507944068822,1650023055442654
"11/22/2015",4224852145825453,2510477271194213,2636225576699543,1651740688073375
"11/23/2015",4227353059944181,2512978185312941,2637776707460157,1653291818833989
"11/24/2015",4231229221307750,2516850547864208,2640106333965404,1655612946296335
"11/25/2015",4233862592087926,2519483918644384,2641742656082921,1657249268413852
"11/26/2015",4234045218336041,2519666544892499,2641838974169754,1657345586500685
"11/27/2015",4269904669334806,2555525995891264,2667204724353132,1682711336684063
"11/28/2015",4271124770040199,2556746096596657,2667824945417073,1683331557748004
"11/29/2015",4271526899246214,2557148225802672,2668029288157842,1683535900488773
"11/30/2015",4273298269559445,2558919596115903,2669144265807807,1684650878138738
"12/01/2015",4280627628913371,2564876930514429,2674144988294497,1688933185558661
"12/02/2015",4283855612101964,2568104913703022,2677082784991944,1691870982256108
"12/03/2015",4286946261236688,2570622683519554,2678899076412156,1693400643275711
"12/04/2015",4288346029331547,2572022451614413,2679764108860832,1694265675724387
"12/05/2015",4288830639633802,2572507061916668,2680039490075929,1694541056939484
"12/06/2015",4289284120067954,2572960542350820,2680291856410926,1694793423274481
"12/07/2015",4291340328621166,2575016750904032,2681455601334101,1695957168197656
"12/08/2015",4293432574638679,2577108996921545,2682844322114698,1697345888978253
"12/09/2015",4302640328168749,2586316750451615,2688562435388033,1703064002251588
"12/10/2015",4305097624203432,2588764285407073,2690165573020744,1704660900128803
